,Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
4138,Toyota Etios Liva V,2013,8950,Petrol,Manual,First,17.71 kmpl,1197 CC,78.9 bhp,5,3550
2478,Toyota Etios Petrol TRD Sportivo,2013,67620,Petrol,Manual,Second,17.6 kmpl,1496 CC,88.8 bhp,5,4200
5897,Toyota Etios V,2015,12000,Petrol,Manual,First,16.78 kmpl,1496 CC,88.73 bhp,5,4500
5896,Toyota Etios V,2017,27100,Petrol,Manual,First,16.78 kmpl,1496 CC,88.73 bhp,5,6370
429,Toyota Etios VD,2013,37000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.04 bhp,5,5750
1115,Toyota Etios VD,2012,48000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.05 bhp,5,5250
5670,Toyota Etios VD SP,2014,45155,Diesel,Manual,First,23.59 kmpl,1364 CC,67.04 bhp,5,6500
3886,Toyota Etios VX,2016,33415,Petrol,Manual,First,16.78 kmpl,1496 CC,88.73 bhp,5,6580
4716,Toyota Etios VXD,2015,65000,Diesel,Manual,Second,23.59 kmpl,1364 CC,67.04 bhp,5,5000
4393,Toyota Etios VXD,2012,111000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.1 bhp,5,4750
1902,Toyota Fortuner 2.8 2WD AT,2017,15000,Diesel,Automatic,First,12.9 kmpl,2755 CC,174.5 bhp,7,30000
2855,Toyota Fortuner 2.8 2WD AT,2019,21719,Diesel,Automatic,First,12.9 kmpl,2755 CC,174.5 bhp,7,33130
2334,Toyota Fortuner 2.8 2WD AT,2016,88008,Diesel,Automatic,Second,12.9 kmpl,2755 CC,174.5 bhp,7,22500
5582,Toyota Fortuner 2.8 2WD AT,2019,28069,Diesel,Automatic,First,12.9 kmpl,2755 CC,174.5 bhp,7,30850
4689,Toyota Fortuner 2.8 2WD MT,2017,72668,Diesel,Manual,First,14.24 kmpl,2755 CC,174.5 bhp,7,28850
4131,Toyota Fortuner 2.8 2WD MT,2019,56251,Diesel,Manual,First,14.24 kmpl,2755 CC,174.5 bhp,7,35820
1272,Toyota Fortuner 2.8 2WD MT,2015,65012,Diesel,Manual,First,14.24 kmpl,2755 CC,174.5 bhp,7,18900
3640,Toyota Fortuner 2.8 4WD MT,2011,169006,Diesel,Manual,First,14.24 kmpl,2755 CC,174.5 bhp,7,10640
2242,Toyota Fortuner 2.8 4WD MT,2010,110000,Diesel,Manual,First,14.24 kmpl,2755 CC,174.5 bhp,7,13700
1030,Toyota Fortuner 2.8 4WD MT,2013,105072,Diesel,Manual,First,14.24 kmpl,2755 CC,174.5 bhp,7,13280
2277,Toyota Fortuner 2.8 4WD MT,2010,140000,Diesel,Manual,First,14.24 kmpl,2755 CC,174.5 bhp,7,10750
1701,Toyota Fortuner 3.0 Diesel,2011,146300,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7,12250
5044,Toyota Fortuner 3.0 Diesel,2010,136000,Diesel,Manual,Second,11.5 kmpl,2982 CC,171 bhp,7,11000
2465,Toyota Fortuner 3.0 Diesel,2014,171000,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7,16750
2431,Toyota Fortuner 3.0 Diesel,2010,122000,Diesel,Manual,Second,11.5 kmpl,2982 CC,171 bhp,7,10450
5017,Toyota Fortuner 3.0 Diesel,2013,63455,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7,19000
1485,Toyota Fortuner 3.0 Diesel,2019,80000,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7,8990
4792,Toyota Fortuner 3.0 Diesel,2010,242000,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7,11000
4499,Toyota Fortuner 3.0 Diesel,2010,193254,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7,12990
4945,Toyota Fortuner 3.0 Diesel,2009,138205,Diesel,Manual,Second,11.5 kmpl,2982 CC,171 bhp,7,10500
5045,Toyota Fortuner 3.0 Diesel,2010,144113,Diesel,Manual,Second,11.5 kmpl,2982 CC,171 bhp,7,11750
3034,Toyota Fortuner 3.0 Diesel,2011,148009,Diesel,Manual,Second,11.5 kmpl,2982 CC,171 bhp,7,12750
529,Toyota Fortuner 3.0 Diesel,2010,100000,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7,13000
1972,Toyota Fortuner 3.0 Diesel,2011,190000,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7,13000
1584,Toyota Fortuner 3.0 Diesel,2010,135000,Diesel,Manual,Second,11.5 kmpl,2982 CC,171 bhp,7,11000
144,Toyota Fortuner 3.0 Diesel,2012,91235,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7,13490
3570,Toyota Fortuner 3.0 Diesel,2011,151000,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7,11400
2266,Toyota Fortuner 3.0 Diesel,2009,149706,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7,11000
3022,Toyota Fortuner 3.0 Diesel,2016,99593,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7,23500
1482,Toyota Fortuner 3.0 Diesel,2009,92000,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7,8900
3955,Toyota Fortuner 3.0 Diesel,2012,100000,Diesel,Manual,Third,11.5 kmpl,2982 CC,171 bhp,7,16000
5538,Toyota Fortuner 3.0 Diesel,2013,100000,Diesel,Manual,Second,11.5 kmpl,2982 CC,171 bhp,7,17750
3987,Toyota Fortuner 3.0 Diesel,2014,72000,Diesel,Manual,Second,11.5 kmpl,2982 CC,171 bhp,7,18500
1861,Toyota Fortuner 4x2 4 Speed AT,2012,73000,Diesel,Automatic,First,11.5 kmpl,2982 CC,169 bhp,7,14400
3528,Toyota Fortuner 4x2 4 Speed AT,2015,70000,Diesel,Automatic,First,11.5 kmpl,2982 CC,169 bhp,7,19480
5436,Toyota Fortuner 4x2 4 Speed AT,2012,97000,Diesel,Automatic,First,11.5 kmpl,2982 CC,169 bhp,7,16750
653,Toyota Fortuner 4x2 4 Speed AT,2015,94000,Diesel,Automatic,First,11.5 kmpl,2982 CC,169 bhp,7,20500
1473,Toyota Fortuner 4x2 4 Speed AT,2012,152000,Diesel,Automatic,First,11.5 kmpl,2982 CC,169 bhp,7,16500
5621,Toyota Fortuner 4x2 4 Speed AT,2012,125000,Diesel,Automatic,First,11.5 kmpl,2982 CC,169 bhp,7,13500
3918,Toyota Fortuner 4x2 AT,2016,55547,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7,24990
3188,Toyota Fortuner 4x2 AT,2015,47566,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7,20250
3830,Toyota Fortuner 4x2 AT,2014,79000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7,17750
3317,Toyota Fortuner 4x2 AT,20142014,89540,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7,16800
5756,Toyota Fortuner 4x2 AT,2015,92000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7,19750
3299,Toyota Fortuner 4x2 AT,2012,87000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7,15000
2562,Toyota Fortuner 4x2 AT,2014,79000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7,18500
1501,Toyota Fortuner 4x2 AT,2013,123000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7,16500
1703,Toyota Fortuner 4x2 AT,2013,65000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7,16500
3728,Toyota Fortuner 4x2 AT,2014,79000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7,18250
873,Toyota Fortuner 4x2 AT,2015,101337,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7,21670
3234,Toyota Fortuner 4x2 AT,2013,116000,Diesel,Automatic,Second,12.55 kmpl,2982 CC,168.5 bhp,7,19250
592,Toyota Fortuner 4x2 AT,2013,71932,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7,16500
2218,Toyota Fortuner 4x2 Manual,2015,73500,Diesel,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,7,22000
1792,Toyota Fortuner 4x2 Manual,2012,115000,Diesel,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,7,12990
3222,Toyota Fortuner 4x2 Manual,2013,71000,Diesel,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,7,15250
5122,Toyota Fortuner 4x2 Manual,2015,99000,Diesel,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,7,20500
5466,Toyota Fortuner 4x2 Manual,2014,117000,Diesel,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,7,15500
628,Toyota Fortuner 4x2 Manual,2014,107825,Diesel,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,7,20500
2885,Toyota Fortuner 4x2 Manual,2014,69000,Diesel,Manual,Second,13.0 kmpl,2982 CC,168.5 bhp,7,20000
896,Toyota Fortuner 4x2 Manual,2012,76000,Diesel,Manual,Second,13.0 kmpl,2982 CC,168.5 bhp,7,13500
5095,Toyota Fortuner 4x2 Manual,2013,65000,Diesel,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,7,16100
5504,Toyota Fortuner 4x2 Manual,2015,40000,Diesel,Manual,Second,13.0 kmpl,2982 CC,168.5 bhp,7,18750
2406,Toyota Fortuner 4x2 Manual,2015,59000,Diesel,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,7,23000
3005,Toyota Fortuner 4x2 Manual,2015,31000,Diesel,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,7,19850
91,Toyota Fortuner 4x2 Manual,2014,107000,Diesel,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,7,16500
165,Toyota Fortuner 4x2 Manual,2012,131765,Diesel,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,7,13500
5859,Toyota Fortuner 4x2 Manual,2016,73053,Diesel,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,7,20000
503,Toyota Fortuner 4x4 AT,2017,25000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7,32000
5909,Toyota Fortuner 4x4 AT,2015,90000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7,21500
5954,Toyota Fortuner 4x4 AT,2015,95000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7,19600
775,Toyota Fortuner 4x4 MT,2013,74000,Diesel,Manual,Second,12.55 kmpl,2982 CC,168.5 bhp,7,17900
4935,Toyota Fortuner 4x4 MT,2012,68350,Diesel,Manual,First,12.55 kmpl,2982 CC,168.5 bhp,7,14000
5592,Toyota Fortuner 4x4 MT,20132013,123000,Diesel,Manual,Second,12.55 kmpl,2982 CC,168.5 bhp,7,15000
800,Toyota Fortuner 4x4 MT,2011,157000,Diesel,Manual,First,12.55 kmpl,2982 CC,168.5 bhp,7,11990
5652,Toyota Fortuner 4x4 MT,2014,122000,Diesel,Manual,Second,12.55 kmpl,2982 CC,168.5 bhp,7,16000
483,Toyota Fortuner 4x4 MT,2017,47198,Diesel,Manual,First,12.55 kmpl,2982 CC,168.5 bhp,7,28420
1516,Toyota Fortuner 4x4 MT,2018,39927,Diesel,Manual,First,12.55 kmpl,2982 CC,168.5 bhp,7,32100
471,Toyota Fortuner 4x4 MT TRD Sportivo,2013,69000,Diesel,Manual,First,12.55 kmpl,2982 CC,169 bhp,7,14450
4445,Toyota Fortuner 4x4 MT TRD Sportivo,2014,97000,Diesel,Manual,First,12.55 kmpl,2982 CC,169 bhp,7,17950
4549,Toyota Fortuner TRD Sportivo 2.8 2WD AT,2014,56501,Diesel,Automatic,First,12.9 kmpl,2755 CC,174.5 bhp,7,17710
3435,Toyota Innova 2.0 E,2006,150000,Petrol,Manual,First,12.4 kmpl,1998 CC,132 bhp,8,4500
77,Toyota Innova 2.0 G1,2006,230000,Petrol,Manual,Third,12.4 kmpl,1998 CC,132 bhp,8,4500
4202,Toyota Innova 2.0 GX 8 STR,2014,85301,Petrol,Manual,First,12.4 kmpl,1998 CC,132 bhp,8,12360
2556,Toyota Innova 2.5 EV Diesel MS 8 Str BSIII,2006,127001,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,4950
3976,Toyota Innova 2.5 G (Diesel) 7 Seater,2015,102000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7,8250
1244,Toyota Innova 2.5 G (Diesel) 7 Seater,2014,47000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7,11250
2031,Toyota Innova 2.5 G (Diesel) 7 Seater,2015,100000,Diesel,Manual,Second,12.99 kmpl,2494 CC,100.6 bhp,7,10250
1640,Toyota Innova 2.5 G (Diesel) 7 Seater,2013,80544,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7,11790
1439,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2012,131000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,7,9600
3720,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2012,85122,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,7,8200
4518,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2007,145000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,5000
1353,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2013,60000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,7,7900
965,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2014,95000,Diesel,Manual,Second,12.8 kmpl,2494 CC,102 bhp,8,9450
4515,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2009,118000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,4500
5939,Toyota Innova 2.5 G (Diesel) 8 Seater,2012,106000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,8,8400
3076,Toyota Innova 2.5 G (Diesel) 8 Seater,2013,92000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,8,12500
1515,Toyota Innova 2.5 G (Diesel) 8 Seater,2017,29219,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,8,13480
5602,Toyota Innova 2.5 G (Diesel) 8 Seater,2016,81424,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,8,14490
2568,Toyota Innova 2.5 G (Diesel) 8 Seater,2011,166000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,8,8250
1046,Toyota Innova 2.5 G (Diesel) 8 Seater,2015,84415,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,8,13500
1521,Toyota Innova 2.5 G (Diesel) 8 Seater,2014,194000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,8,10500
2570,Toyota Innova 2.5 G (Diesel) 8 Seater,2013,114708,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,8,12600
5834,Toyota Innova 2.5 G (Diesel) 8 Seater,2013,250000,Diesel,Manual,Second,12.99 kmpl,2494 CC,100.6 bhp,8,7900
3112,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2009,156056,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,8500
2573,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2008,70700,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,8,4750
2644,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2008,178280,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,5900
2126,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2007,170428,Diesel,Manual,Second,12.8 kmpl,2494 CC,102 bhp,8,5700
1528,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2005,299322,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,4000
1481,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011,70000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,6000
5629,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2010,118000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,8750
2037,Toyota Innova 2.5 G3,2007,162000,Diesel,Manual,Second,12.8 kmpl,2494 CC,102 bhp,8,4800
4198,Toyota Innova 2.5 G3,2005,65175,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,3250
5523,Toyota Innova 2.5 G4 Diesel 7-seater,2007,199000,Diesel,Manual,Second,12.8 kmpl,2494 CC,102 bhp,7,5200
4347,Toyota Innova 2.5 G4 Diesel 7-seater,2011,82321,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7,10050
4381,Toyota Innova 2.5 G4 Diesel 8-seater,2011,65000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,6400
2988,Toyota Innova 2.5 G4 Diesel 8-seater,2005,240000,Diesel,Manual,Fourth & Above,12.8 kmpl,2494 CC,102 bhp,8,5100
4196,Toyota Innova 2.5 G4 Diesel 8-seater,2013,83165,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,11490
4450,Toyota Innova 2.5 G4 Diesel 8-seater,2015,147848,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,13200
2857,Toyota Innova 2.5 G4 Diesel 8-seater,20102010,80000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,4750
5252,Toyota Innova 2.5 G4 Diesel 8-seater,2017,33901,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,14290
4662,Toyota Innova 2.5 G4 Diesel 8-seater,2005,128000,Diesel,Manual,Second,12.8 kmpl,2494 CC,102 bhp,8,4250
5852,Toyota Innova 2.5 G4 Diesel 8-seater,2008,192000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,6850
3252,Toyota Innova 2.5 G4 Diesel 8-seater,2009,185200,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,7250
2463,Toyota Innova 2.5 GX (Diesel) 7 Seater,2012,62000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,7,7750
1846,Toyota Innova 2.5 GX (Diesel) 7 Seater,2013,255000,Diesel,Manual,Third,12.99 kmpl,2494 CC,100.6 bhp,7,6500
4353,Toyota Innova 2.5 GX (Diesel) 7 Seater,2009,147000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7,7500
5956,Toyota Innova 2.5 GX (Diesel) 7 Seater,2012,96000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,7,11500
1207,Toyota Innova 2.5 GX (Diesel) 7 Seater,2016,90000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7,13900
4038,Toyota Innova 2.5 GX (Diesel) 7 Seater,2017,72717,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7,14520
1808,Toyota Innova 2.5 GX (Diesel) 7 Seater,2013,62162,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,7,8310
5202,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,2011,200000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7,9000
4719,Toyota Innova 2.5 GX (Diesel) 8 Seater,2014,250000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,8,10900
2476,Toyota Innova 2.5 GX (Diesel) 8 Seater,2014,77795,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,8,9500
4239,Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,91200,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,8,8250
4647,Toyota Innova 2.5 GX (Diesel) 8 Seater,2015,48000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,8,11750
774,Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,2013,94000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,8850
3894,Toyota Innova 2.5 GX 7 STR,2010,250000,Diesel,Manual,Second,12.8 kmpl,2494 CC,102 bhp,7,6500
1556,Toyota Innova 2.5 GX 7 STR BSIV,2012,68000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7,6950
1875,Toyota Innova 2.5 LE 2014 Diesel 7 Seater,2014,102418,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7,10100
3925,Toyota Innova 2.5 V Diesel 7-seater,2011,136490,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7,9800
244,Toyota Innova 2.5 V Diesel 7-seater,2014,118000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7,10750
3212,Toyota Innova 2.5 V Diesel 7-seater,2014,158793,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7,12990
4992,Toyota Innova 2.5 V Diesel 7-seater,2011,68000,Diesel,Manual,Second,12.8 kmpl,2494 CC,102 bhp,7,7000
29,Toyota Innova 2.5 V Diesel 7-seater,2007,262000,Diesel,Manual,Fourth & Above,12.8 kmpl,2494 CC,102 bhp,7,4000
1781,Toyota Innova 2.5 V Diesel 7-seater,2013,51450,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7,10400
1300,Toyota Innova 2.5 V Diesel 7-seater,2012,120000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7,12000
5790,Toyota Innova 2.5 V Diesel 7-seater,2011,112000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7,8500
454,Toyota Innova 2.5 V Diesel 7-seater,2015,80883,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7,13500
2483,Toyota Innova 2.5 V Diesel 7-seater,2011,72000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7,7100
3714,Toyota Innova 2.5 V Diesel 7-seater,2007,127079,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7,6990
1101,Toyota Innova 2.5 V Diesel 7-seater,2011,248000,Diesel,Manual,Second,12.8 kmpl,2494 CC,102 bhp,7,9200
3859,Toyota Innova 2.5 V Diesel 8-seater,2013,112000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,12000
5531,Toyota Innova 2.5 V Diesel 8-seater,2011,144471,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,7800
4526,Toyota Innova 2.5 V Diesel 8-seater,2015,100000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,13500
5969,Toyota Innova 2.5 V Diesel 8-seater,2010,72000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,5450
2910,Toyota Innova 2.5 V Diesel 8-seater,2009,135000,Diesel,Manual,Second,12.8 kmpl,2494 CC,102 bhp,8,8200
771,Toyota Innova 2.5 V Diesel 8-seater,2016,50000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,15650
4086,Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,65000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7,15000
4578,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,107000,Diesel,Manual,Second,12.99 kmpl,2494 CC,100.6 bhp,7,13500
115,Toyota Innova 2.5 VX (Diesel) 7 Seater,2014,55000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7,11110
5713,Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,67585,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7,11990
1962,Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,70000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7,12000
546,Toyota Innova 2.5 VX (Diesel) 7 Seater,2012,55000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,7,9510
300,Toyota Innova 2.5 VX (Diesel) 7 Seater,20102010,109000,Diesel,Manual,Second,12.99 kmpl,2494 CC,100.6 bhp,7,8260
469,Toyota Innova 2.5 VX (Diesel) 7 Seater,2012,162663,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,7,10500
5800,Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,2012,210000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,7,9000
663,Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,2012,78600,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7,8900
2893,Toyota Innova 2.5 VX (Diesel) 8 Seater,2011,150000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,8,6950
4966,Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,87143,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,8,12500
1721,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,2014,160000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,8,12000
1181,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,2013,119000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,8,8000
5213,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,2015,77000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,8,12500
1686,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,2011,156347,Diesel,Manual,Second,12.99 kmpl,2494 CC,100 bhp,8,8000
78,Toyota Innova 2.5 VX 7 STR BSIV,2012,104000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7,11750
3376,Toyota Innova 2.5 Z Diesel 7 Seater,2015,100000,Diesel,Manual,Second,12.99 kmpl,2494 CC,100.6 bhp,7,12000
242,Toyota Innova 2.5 Z Diesel 7 Seater,2015,121374,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7,14300
5161,Toyota Innova 2.5 ZX Diesel 7 Seater,2015,86398,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7,15200
2055,Toyota Innova 2.5 ZX Diesel 7 Seater,2015,59751,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7,11620
1291,Toyota Innova 2.5 ZX Diesel 7 Seater,2015,57854,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7,12500
660,Toyota Innova 2.5 ZX Diesel 7 Seater BSIII,2014,35000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7,12750
2257,Toyota Innova Crysta 2.4 G MT,2016,121362,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7,16000
5831,Toyota Innova Crysta 2.4 G MT 8S,2017,20000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,8,16500
1012,Toyota Innova Crysta 2.4 GX MT,2017,67489,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7,16500
5366,Toyota Innova Crysta 2.4 GX MT,2016,73000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7,16500
615,Toyota Innova Crysta 2.4 GX MT 8S,2017,52000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,8,17500
60,Toyota Innova Crysta 2.4 GX MT 8S,2017,22000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,8,16500
2030,Toyota Innova Crysta 2.4 VX MT,2016,25121,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7,17110
5757,Toyota Innova Crysta 2.4 VX MT,2017,31000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7,16950
1427,Toyota Innova Crysta 2.4 VX MT,2018,8899,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7,19920
2008,Toyota Innova Crysta 2.4 VX MT,2017,67000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7,16500
